my_0,my_1,my_2,my_3,my_4,my_5,my_6,my_7,op_0,op_1,op_2,op_3,op_4,op_5,op_6,op_7,result,my_crowns,op_crowns,my_lev_avg,op_lev_avg,battle_time
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,1,1,0,25.625,23.875,20260329T145117.000Z
26000002,26000006,26000011,26000029,26000032,26000037,26000039,28000008,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,0,0,0,24.875,26.0,20260329T150443.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,-1,0,1,27.125,27.5,20260328T141736.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,25.125,25.5,20260329T050655.000Z
26000005,26000016,26000046,26000055,26000058,26000072,28000001,28000008,26000010,26000021,26000065,26000084,27000000,27000010,28000007,28000011,1,1,0,24.5,25.625,20260329T000404.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,1,1,0,26.0,24.0,20260328T201718.000Z
26000003,26000005,26000007,26000018,26000034,28000001,28000010,28000017,26000010,26000021,26000064,26000065,26000084,27000000,28000011,28000014,-1,1,2,26.25,26.25,20260329T151814.000Z
26000003,26000005,26000007,26000018,26000034,28000001,28000010,28000017,26000000,26000010,26000031,26000062,27000003,27000013,28000011,28000012,1,1,0,26.25,25.5,20260329T044821.000Z
26000026,26000027,26000041,26000053,26000054,26000103,28000004,28000017,26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,-1,1,2,24.875,26.25,20260329T144149.000Z
26000004,26000005,26000027,26000036,26000042,26000050,28000000,28000008,26000005,26000010,26000036,26000050,26000103,27000010,28000001,28000007,1,1,0,25.25,25.625,20260327T062957.000Z
26000009,26000035,26000037,26000063,26000068,27000007,28000012,28000015,26000046,26000050,26000051,26000055,26000062,28000000,28000008,28000025,1,3,1,24.0,22.75,20260329T110411.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,25.5,25.625,20260328T201637.000Z
26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,26000010,26000015,26000032,26000062,26000101,27000000,28000012,28000015,-1,0,1,25.25,24.5,20260328T140141.000Z
26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,26000000,26000001,26000002,26000030,26000031,27000007,27000008,28000011,1,3,0,24.625,27.125,20260329T140227.000Z
26000012,26000032,26000045,26000048,26000067,26000077,28000002,28000024,26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,-1,1,3,23.0,24.625,20260329T070758.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000015,26000000,26000010,26000062,26000095,27000000,27000013,28000011,28000012,1,1,0,25.25,25.5,20260328T222945.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,1,1,0,27.125,25.625,20260329T124518.000Z
26000026,26000043,26000046,26000047,26000050,26000058,26000062,26000097,26000006,26000008,26000015,26000029,26000039,27000009,28000000,28000008,1,2,1,24.125,26.0,20260328T023744.000Z
26000010,26000020,26000030,26000062,27000006,28000001,28000010,28000012,26000003,26000005,26000010,26000018,26000027,26000049,27000007,28000002,-1,0,1,25.75,27.0,20260329T164649.000Z
26000024,26000061,26000069,26000083,27000009,27000010,28000000,28000015,26000003,26000017,26000018,26000033,28000001,28000008,28000012,28000016,1,1,0,24.375,26.375,20260327T140907.000Z
26000004,26000013,26000017,26000036,26000050,26000074,28000008,28000012,26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,1,1,0,25.0,24.0,20260328T154133.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000002,26000012,26000048,26000067,26000069,28000001,28000002,28000025,-1,0,1,26.75,24.25,20260327T071600.000Z
26000004,26000027,26000036,26000042,26000050,26000062,28000000,28000008,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,24.25,25.5,20260327T184338.000Z
26000018,26000027,26000033,26000039,26000060,26000083,28000002,28000008,26000000,26000010,26000013,26000031,27000003,27000013,28000009,28000017,-1,0,1,24.625,27.5,20260329T092310.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000011,26000030,26000031,26000058,26000062,27000000,28000004,-1,0,1,25.625,26.5,20260329T082026.000Z
26000025,26000050,26000053,26000056,26000062,26000097,28000000,28000011,26000000,26000010,26000095,27000006,27000013,28000009,28000017,28000018,1,1,0,24.875,27.5,20260325T024803.000Z
26000002,26000024,26000044,26000050,26000061,26000084,28000000,28000011,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,1,0,25.125,27.125,20260227T183256.000Z
26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,26000001,26000003,26000005,26000027,26000095,28000001,28000010,28000017,-1,1,3,24.5,26.875,20260329T015635.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000003,28000011,26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,1,1,0,27.125,26.0,20260329T171054.000Z
26000000,26000010,26000062,26000095,27000000,27000013,28000011,28000012,26000010,26000027,26000032,26000084,27000006,28000003,28000011,28000018,-1,0,1,25.5,26.125,20260328T222421.000Z
26000000,26000010,26000031,26000062,27000003,27000013,28000011,28000012,26000000,26000010,26000031,26000058,26000062,27000000,27000013,28000011,1,1,0,25.5,25.75,20260326T173639.000Z
26000010,26000013,26000031,26000059,26000072,27000000,28000014,28000018,26000010,26000027,26000059,26000062,26000084,27000006,28000007,28000015,1,1,0,27.25,25.875,20260323T062913.000Z
26000000,26000010,26000031,26000062,27000003,27000013,28000011,28000012,26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,-1,0,1,25.5,26.0,20260325T050544.000Z
26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,26000009,26000015,26000027,26000039,27000012,28000007,28000012,28000015,1,1,0,25.75,24.75,20260329T161040.000Z
26000010,26000050,26000059,26000062,26000084,27000000,28000000,28000015,26000000,26000010,26000013,26000031,27000000,27000013,28000003,28000017,-1,0,1,25.875,28.125,20260328T230206.000Z
26000000,26000010,26000030,27000001,27000010,28000009,28000010,28000015,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,26.25,25.625,20260329T075757.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,-1,0,3,27.5,26.25,20260329T013246.000Z
26000009,26000011,26000015,26000018,26000039,26000048,28000012,28000026,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,1,2,24.75,25.625,20260329T092317.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000000,26000001,26000010,26000084,27000006,27000008,28000003,28000011,0,0,0,26.0,27.125,20260327T205108.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000010,26000021,26000065,26000084,27000000,27000010,28000007,28000011,1,1,0,27.125,25.625,20260326T173944.000Z
26000000,26000010,26000014,26000030,27000000,28000009,28000010,28000015,26000018,26000021,26000025,26000038,26000045,28000007,28000012,28000017,1,1,0,26.375,25.75,20260328T234626.000Z
26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,-1,0,1,26.375,26.0,20260327T172152.000Z
26000000,26000015,26000034,26000083,26000085,27000000,28000007,28000012,26000010,26000027,26000059,26000062,26000084,27000006,28000007,28000011,-1,0,1,24.875,25.5,20260328T172412.000Z
26000000,26000010,26000062,26000095,27000004,27000013,28000011,28000012,26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,1,1,0,25.25,24.5,20260328T034752.000Z
26000005,26000016,26000046,26000055,26000058,26000072,28000001,28000008,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,24.5,25.5,20260329T163717.000Z
26000000,26000023,26000025,26000099,27000000,28000009,28000010,28000015,26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,-1,0,1,23.875,26.0,20260328T083752.000Z
26000000,26000006,26000013,26000015,26000084,26000102,28000005,28000012,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,26.5,25.625,20260329T052020.000Z
26000002,26000026,26000030,26000065,27000000,28000003,28000004,28000011,26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,-1,0,1,24.875,25.25,20260322T174934.000Z
26000003,26000013,26000016,26000027,26000039,28000002,28000007,28000008,26000006,26000020,26000032,26000038,26000044,26000049,26000084,28000017,-1,1,2,26.0,25.875,20260329T043449.000Z
26000021,26000027,26000045,26000046,26000049,26000055,28000008,28000012,26000000,26000010,26000062,26000084,27000006,27000008,28000000,28000011,-1,0,1,24.875,26.125,20260329T011856.000Z
26000010,26000065,26000102,27000000,27000010,27000013,28000009,28000011,26000010,26000020,26000021,26000062,26000084,27000000,28000014,28000015,1,1,0,25.25,26.25,20260328T204219.000Z
26000012,26000032,26000045,26000048,26000067,26000077,28000002,28000024,26000031,26000040,26000050,26000053,26000058,26000097,26000103,28000011,1,1,0,23.0,24.625,20260326T090912.000Z
26000010,26000021,26000030,26000064,26000065,27000000,28000011,28000014,26000002,26000011,26000021,26000030,26000045,28000007,28000011,28000012,-1,0,1,26.25,25.625,20260329T140506.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000001,26000003,26000005,26000008,26000034,28000001,28000010,28000017,-1,0,1,26.0,27.125,20260329T142939.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,26.25,25.5,20260329T155223.000Z
26000025,26000034,26000039,26000067,27000012,28000000,28000008,28000025,26000034,26000037,26000045,26000052,26000074,28000005,28000010,28000012,-1,0,1,25.75,23.0,20260329T173913.000Z
26000031,26000034,26000037,26000074,26000085,27000000,28000007,28000012,26000010,26000021,26000064,26000065,26000084,27000000,28000011,28000014,1,1,0,24.25,26.25,20260327T141302.000Z
26000011,26000032,26000058,26000062,27000004,28000011,28000012,28000018,26000020,26000025,26000049,27000001,27000010,28000009,28000010,28000015,1,1,0,24.25,25.0,20260329T154452.000Z
26000006,26000008,26000015,26000029,26000039,27000009,28000000,28000008,26000003,26000005,26000007,26000027,26000034,28000001,28000010,28000017,1,1,0,26.0,25.875,20260327T053315.000Z
26000002,26000017,26000050,26000059,26000084,27000001,28000007,28000015,26000002,26000012,26000014,26000018,26000056,27000002,28000003,28000008,1,1,0,26.25,27.75,20260213T032936.000Z
26000010,26000050,26000052,26000059,26000062,26000084,28000000,28000015,26000000,26000013,26000024,26000025,26000087,28000000,28000002,28000025,-1,1,2,25.625,25.5,20260329T143018.000Z
26000011,26000015,26000025,26000029,26000039,27000012,28000001,28000007,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,25.375,27.0,20260327T144105.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000010,26000018,26000050,26000051,26000055,26000061,28000000,28000008,1,2,1,23.875,24.5,20260329T062054.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,-1,0,1,26.0,25.25,20260329T012745.000Z
26000000,26000010,26000031,26000095,27000006,27000013,28000009,28000011,26000040,26000041,26000047,26000053,26000054,26000065,28000001,28000004,1,1,0,26.5,26.25,20260328T151644.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000000,26000010,26000062,26000095,27000004,27000013,28000011,28000012,1,1,0,26.0,25.25,20260328T220843.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000009,26000015,26000039,26000048,27000012,28000007,28000012,28000015,-1,0,3,27.0,24.375,20260329T052830.000Z
26000003,26000013,26000016,26000027,26000039,28000002,28000007,28000008,26000009,26000011,26000015,26000018,26000027,26000039,28000012,28000026,-1,0,1,26.0,25.125,20260329T020720.000Z
26000010,26000020,26000030,26000062,27000006,28000001,28000010,28000012,26000002,26000040,26000050,26000053,26000056,26000097,28000000,28000011,-1,0,1,25.75,26.25,20260329T162557.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,-1,0,1,26.75,23.125,20260328T190723.000Z
26000000,26000010,26000013,26000031,27000000,27000013,28000009,28000017,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,-1,0,1,27.75,23.875,20260328T163223.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,1,1,0,26.75,26.0,20260328T081216.000Z
26000000,26000010,26000062,26000095,27000004,27000013,28000011,28000012,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.25,25.5,20260328T111943.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000004,26000008,26000027,26000042,26000057,26000083,27000004,28000007,1,1,0,27.875,25.5,20260328T213356.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000000,26000006,26000032,26000037,26000049,26000055,28000001,28000008,-1,0,1,25.625,25.375,20260329T124921.000Z
26000002,26000011,26000021,26000030,26000045,28000003,28000011,28000012,26000037,26000043,26000063,26000067,26000068,28000001,28000002,28000016,1,2,1,26.0,26.0,20260329T144336.000Z
26000000,26000010,26000023,27000006,27000008,28000003,28000015,28000017,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,-1,0,1,26.5,25.125,20260328T231731.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,1,1,0,26.0,24.625,20260329T012300.000Z
26000008,26000046,26000050,26000059,26000062,26000083,26000084,28000015,26000002,26000034,26000037,26000083,26000085,27000000,28000000,28000012,1,1,0,24.125,24.875,20260321T220029.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000005,26000032,26000050,26000055,26000058,26000064,28000001,28000015,1,1,0,25.625,24.75,20260329T113253.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,-1,0,1,25.5,23.875,20260329T162211.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000024,26000044,26000061,26000077,26000084,28000000,28000011,1,1,0,25.625,24.875,20260327T195044.000Z
26000000,26000010,26000031,26000062,27000003,27000013,28000011,28000012,26000010,26000027,26000059,26000062,26000084,27000006,28000000,28000015,-1,0,1,25.5,26.25,20260329T044448.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,26.25,25.5,20260328T150010.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,1,1,0,27.125,24.625,20260323T161903.000Z
26000010,26000024,26000044,26000050,26000061,26000062,28000000,28000011,26000001,26000003,26000005,26000027,26000095,28000001,28000010,28000017,-1,0,1,24.125,26.875,20260328T203016.000Z
26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,1,1,0,26.0,25.125,20260329T051816.000Z
26000003,26000007,26000027,26000037,26000061,28000000,28000001,28000010,26000004,26000036,26000042,26000046,26000050,26000074,26000083,28000001,-1,0,1,24.25,22.875,20260329T024636.000Z
26000018,26000030,26000031,26000036,26000080,26000084,27000007,28000006,26000010,26000011,26000021,26000023,26000084,27000000,28000007,28000015,-1,0,1,27.0,27.25,20260329T144445.000Z
26000010,26000031,26000032,26000049,26000058,26000062,27000004,28000011,26000002,26000006,26000011,26000029,26000032,26000037,26000039,28000005,1,1,0,25.125,24.25,20260329T112035.000Z
26000004,26000006,26000023,26000035,26000039,28000005,28000008,28000012,26000001,26000003,26000005,26000027,26000095,28000001,28000010,28000017,-1,0,1,24.25,26.875,20260328T182440.000Z
26000000,26000010,26000013,26000031,27000000,27000013,28000009,28000017,26000001,26000003,26000005,26000008,26000034,28000001,28000010,28000017,1,1,0,27.75,27.125,20260327T160433.000Z
26000009,26000011,26000015,26000018,26000039,26000048,28000012,28000026,26000010,26000020,26000030,26000062,27000006,28000001,28000010,28000012,-1,0,1,24.75,25.75,20260327T022430.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,1,1,0,27.125,25.875,20260329T142443.000Z
26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,26000017,26000020,26000036,26000042,26000050,26000083,28000015,28000026,1,1,0,26.0,23.625,20260325T231458.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,1,1,0,26.25,26.0,20260328T081956.000Z
26000018,26000027,26000033,26000042,26000060,28000002,28000008,28000016,26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,1,2,1,24.625,24.625,20260329T164903.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000006,26000012,26000020,26000037,26000049,26000069,28000001,28000005,-1,1,3,25.625,24.25,20260329T104040.000Z
26000000,26000013,26000026,26000031,27000006,27000008,28000003,28000018,26000005,26000010,26000054,26000056,26000062,27000002,28000000,28000015,1,2,1,27.125,26.5,20260328T063657.000Z
26000031,26000034,26000037,26000074,26000085,27000012,28000007,28000012,26000000,26000010,26000062,26000095,27000000,27000013,28000011,28000012,1,1,0,24.0,25.5,20260329T164619.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000013,26000034,26000047,26000083,26000085,27000000,28000001,28000012,-1,0,3,25.5,26.125,20260328T211104.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,-1,0,1,27.125,23.125,20260329T153904.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000003,26000005,26000007,26000025,26000034,28000001,28000010,28000017,-1,1,3,25.0,25.875,20260329T091343.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000010,26000018,26000021,26000030,26000038,26000064,28000011,28000014,1,1,0,26.75,27.0,20260328T110200.000Z
26000017,26000020,26000036,26000042,26000050,26000083,28000015,28000026,26000000,26000002,26000013,26000031,27000000,27000013,28000009,28000017,-1,0,1,23.625,27.75,20260328T061050.000Z
26000000,26000023,26000051,26000052,26000055,27000000,28000001,28000007,26000000,26000006,26000015,26000034,26000037,28000005,28000012,28000015,1,1,0,25.125,24.25,20260328T230438.000Z
26000017,26000020,26000027,26000036,26000050,26000083,28000000,28000002,26000011,26000029,26000035,26000039,27000009,28000000,28000008,28000025,-1,0,1,24.375,25.0,20260324T081308.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,26.25,25.5,20260325T071521.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000015,26000032,26000062,26000101,27000000,28000012,28000015,1,1,0,25.5,24.5,20260328T085954.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000000,26000002,26000026,26000084,27000006,28000003,28000004,28000011,1,1,0,25.5,26.125,20260329T073430.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000002,26000053,26000054,26000056,26000083,27000002,28000000,28000015,1,1,0,27.5,26.5,20260328T182206.000Z
26000009,26000027,26000035,26000063,26000080,27000007,28000012,28000015,26000000,26000010,26000062,26000095,27000004,27000013,28000011,28000012,1,3,0,24.625,25.25,20260329T091856.000Z
26000011,26000030,26000031,26000058,26000062,26000102,27000000,28000004,26000010,26000045,26000074,27000012,28000010,28000015,28000017,28000023,1,1,0,26.5,24.625,20260326T194956.000Z
26000050,26000059,26000062,26000084,26000102,27000001,28000000,28000015,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,1,1,0,25.625,27.5,20260329T125639.000Z
26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,1,2,25.25,25.5,20260328T132151.000Z
26000003,26000007,26000027,26000037,26000061,28000000,28000001,28000010,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,-1,1,3,24.25,23.125,20260328T145058.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000003,28000011,26000004,26000015,26000042,26000051,26000074,28000000,28000015,28000017,1,1,0,27.125,23.625,20260329T061136.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000000,26000006,26000032,26000037,26000049,26000055,28000001,28000008,-1,0,1,26.25,25.375,20260325T074631.000Z
26000012,26000040,26000058,26000069,27000003,27000013,28000000,28000011,26000010,26000021,26000031,26000050,26000062,27000000,28000011,28000014,-1,0,1,24.125,25.5,20260329T172937.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000018,26000021,26000026,26000030,26000038,26000049,28000003,28000011,1,1,0,25.5,26.0,20260329T130552.000Z
26000000,26000009,26000015,26000039,26000048,28000007,28000012,28000015,26000002,26000030,26000032,26000050,26000072,27000000,28000009,28000011,1,3,1,24.625,24.125,20260329T155346.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000002,26000011,26000030,26000031,26000040,26000058,28000003,28000004,1,1,0,25.625,27.0,20260327T003714.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,1,1,0,25.5,26.25,20260329T143200.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000001,26000003,26000005,26000008,26000034,28000001,28000010,28000017,1,1,0,26.25,27.125,20260327T123121.000Z
26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,26000010,26000027,26000059,26000062,26000084,27000006,28000000,28000015,1,1,0,24.625,26.25,20260329T010551.000Z
26000002,26000031,26000040,26000050,26000058,26000097,27000000,28000011,26000008,26000020,26000021,26000022,26000025,26000064,28000007,28000011,1,2,0,25.875,25.875,20260329T115036.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,26.25,25.5,20260325T090148.000Z
26000004,26000027,26000036,26000042,26000050,26000062,28000000,28000008,26000000,26000007,26000030,26000040,26000055,28000003,28000004,28000015,1,3,0,25.25,26.25,20260323T075301.000Z
26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,-1,0,1,24.5,26.25,20260328T223550.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000009,26000015,26000039,26000048,27000012,28000007,28000012,28000015,1,1,0,23.875,24.375,20260329T130100.000Z
26000000,26000006,26000015,26000034,26000037,28000005,28000012,28000015,26000004,26000015,26000042,26000050,26000051,26000074,28000000,28000017,-1,0,1,24.25,23.25,20260329T073030.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000009,26000011,26000015,26000018,26000027,26000039,28000012,28000026,1,3,1,26.25,25.125,20260328T165348.000Z
26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,1,1,0,24.0,23.125,20260327T121606.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,1,0,25.125,27.0,20260328T234425.000Z
26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,26000018,26000027,26000045,26000051,26000074,26000103,28000017,28000026,-1,0,1,25.75,23.375,20260329T170707.000Z
26000000,26000006,26000032,26000037,26000049,26000055,28000001,28000008,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,-1,1,2,25.375,26.25,20260328T224502.000Z
26000003,26000013,26000016,26000027,26000039,28000000,28000002,28000008,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,26.375,25.625,20260327T205019.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,-1,0,1,25.625,24.5,20260329T030122.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000020,26000021,26000031,26000093,27000000,28000007,28000012,1,1,0,25.625,25.625,20260328T152644.000Z
26000010,26000027,26000059,26000062,26000084,27000006,28000000,28000015,26000002,26000050,26000053,26000056,26000062,26000097,28000000,28000011,1,3,0,26.25,25.5,20260329T142831.000Z
26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,1,1,0,25.75,25.0,20260329T072852.000Z
26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,26000000,26000034,26000037,26000052,27000012,28000000,28000001,28000010,-1,0,1,26.0,25.625,20260329T152838.000Z
26000006,26000008,26000013,26000029,26000037,28000001,28000017,28000023,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.75,25.5,20260329T082030.000Z
26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,1,0,23.125,27.0,20260329T034058.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,1,1,0,23.875,25.75,20260328T120004.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,1,1,0,25.625,26.0,20260329T114653.000Z
26000031,26000034,26000037,26000074,26000085,27000012,28000007,28000012,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,-1,0,1,24.0,26.25,20260328T221609.000Z
26000010,26000011,26000030,26000031,26000058,26000062,27000000,28000004,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,-1,0,1,26.5,25.125,20260329T162632.000Z
26000003,26000016,26000027,26000032,26000063,26000087,28000000,28000008,26000037,26000043,26000063,26000067,26000068,28000001,28000002,28000016,1,2,0,24.625,25.875,20260329T133527.000Z
26000018,26000027,26000033,26000042,26000060,28000002,28000008,28000016,26000009,26000035,26000045,26000054,26000063,26000068,28000006,28000012,-1,0,3,24.625,24.0,20260328T120606.000Z
26000032,26000041,26000049,26000055,26000056,26000062,28000008,28000025,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,1,1,0,25.0,23.875,20260328T213242.000Z
26000001,26000003,26000005,26000008,26000034,28000001,28000010,28000017,26000001,26000003,26000005,26000008,26000095,28000001,28000010,28000017,-1,0,1,27.125,27.5,20260329T134952.000Z
26000010,26000027,26000031,26000059,26000062,27000000,28000000,28000011,26000018,26000021,26000031,26000038,26000049,27000010,28000003,28000011,1,1,0,25.875,26.75,20260329T160333.000Z
26000009,26000027,26000035,26000039,26000095,28000000,28000008,28000025,26000006,26000011,26000015,26000029,26000039,27000009,28000000,28000008,-1,1,2,25.0,25.75,20260329T162933.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000009,26000012,26000037,26000048,26000067,26000069,28000001,28000002,1,2,1,27.0,23.625,20260329T141140.000Z
