my_0,my_1,my_2,my_3,my_4,my_5,my_6,my_7,op_0,op_1,op_2,op_3,op_4,op_5,op_6,op_7,result,my_crowns,op_crowns,my_lev_avg,op_lev_avg,battle_time
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,23.875,25.5,20260329T123018.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,-1,0,1,25.625,24.0,20260326T081815.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000010,26000021,26000065,26000084,27000000,27000010,28000007,28000011,-1,0,1,23.875,25.625,20260329T012148.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,25.125,27.0,20260329T122441.000Z
26000000,26000002,26000031,26000032,26000039,27000000,28000009,28000011,26000000,26000002,26000013,26000031,27000000,27000013,28000003,28000017,1,1,0,26.125,28.125,20260221T202531.000Z
26000003,26000013,26000016,26000027,26000039,28000002,28000007,28000008,26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,1,3,1,26.0,24.5,20260328T165539.000Z
26000012,26000032,26000045,26000048,26000067,26000077,28000002,28000024,26000008,26000036,26000046,26000050,26000062,28000000,28000008,28000025,1,3,1,23.0,24.5,20260329T064014.000Z
26000002,26000040,26000050,26000053,26000056,26000097,27000004,28000026,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,1,1,0,26.625,26.0,20260326T105021.000Z
26000000,26000015,26000023,27000009,28000009,28000010,28000012,28000015,26000003,26000012,26000027,26000033,26000042,26000049,28000001,28000008,1,1,0,24.25,25.5,20260328T170021.000Z
26000005,26000023,26000050,26000054,26000099,27000002,28000007,28000015,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,1,0,23.875,27.0,20260329T155853.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000018,26000021,26000026,26000031,26000038,26000049,28000003,28000011,1,3,0,25.125,26.0,20260328T230906.000Z
26000035,26000050,26000051,26000052,26000062,28000000,28000015,28000016,26000003,26000012,26000027,26000033,26000042,26000049,28000001,28000008,-1,0,1,23.625,25.5,20260326T145755.000Z
26000006,26000008,26000015,26000025,26000029,26000039,28000000,28000008,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,-1,0,1,25.625,26.0,20260326T224915.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000035,26000041,26000053,26000054,26000062,27000002,28000000,28000002,1,1,0,25.5,25.5,20260329T151716.000Z
26000002,26000031,26000040,26000050,26000058,26000097,27000000,28000011,26000006,26000015,26000034,26000035,26000037,28000005,28000012,28000015,1,1,0,25.875,23.25,20260329T093045.000Z
26000002,26000011,26000021,26000030,26000045,28000003,28000011,28000012,26000011,26000021,26000031,26000045,27000000,28000003,28000011,28000012,-1,0,3,26.0,26.0,20260329T172605.000Z
26000050,26000059,26000062,26000084,26000102,27000001,28000000,28000015,26000018,26000021,26000026,26000030,26000038,26000049,28000003,28000011,-1,0,1,25.625,26.0,20260329T125124.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000002,26000040,26000050,26000053,26000056,26000097,28000000,28000011,-1,0,1,25.625,26.25,20260328T113705.000Z
26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,26000009,26000013,26000035,26000039,26000043,26000048,28000001,28000008,1,1,0,24.0,26.125,20260329T174100.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000027,26000050,26000053,26000056,26000062,26000097,28000000,28000011,1,1,0,25.625,24.875,20260327T115327.000Z
26000010,26000032,26000049,26000058,26000062,27000004,28000009,28000011,26000000,26000012,26000026,26000030,26000040,27000003,28000004,28000011,-1,0,1,24.5,25.25,20260329T055905.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000010,26000021,26000064,26000065,26000084,27000000,28000011,28000014,1,1,0,26.25,26.25,20260325T211428.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000000,26000013,26000034,27000003,27000013,28000009,28000012,28000018,-1,0,1,26.75,26.25,20260329T144149.000Z
26000006,26000020,26000032,26000038,26000044,26000049,26000084,28000017,26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000015,-1,1,3,25.875,25.25,20260329T045236.000Z
26000010,26000011,26000030,26000032,27000006,28000009,28000015,28000025,26000003,26000017,26000018,26000022,26000027,26000033,27000007,28000002,1,1,0,25.5,25.75,20260329T163122.000Z
26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000011,26000004,26000027,26000036,26000042,26000050,26000062,28000000,28000008,1,1,0,24.25,24.25,20260329T024749.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000008,26000020,26000021,26000022,26000025,26000064,28000007,28000011,-1,0,3,25.5,25.875,20260329T163756.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000000,26000001,26000010,26000084,27000006,27000008,28000003,28000011,1,1,0,23.875,27.125,20260328T035429.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000002,26000040,26000050,26000053,26000056,26000097,28000000,28000011,-1,1,2,27.0,26.25,20260329T053915.000Z
26000006,26000032,26000037,26000038,26000039,27000012,28000000,28000008,26000010,26000015,26000021,26000077,26000084,27000001,28000005,28000015,1,3,0,25.375,25.375,20260329T000322.000Z
26000000,26000010,26000021,26000045,27000000,28000007,28000012,28000018,26000002,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,26.875,25.625,20260327T180507.000Z
26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,1,1,0,24.0,25.625,20260327T173327.000Z
26000000,26000010,26000031,26000062,27000003,27000013,28000011,28000012,26000000,26000010,26000031,26000058,26000062,27000000,27000013,28000011,-1,0,1,25.5,25.75,20260326T201011.000Z
26000010,26000021,26000064,26000065,26000084,27000000,28000011,28000014,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,1,1,0,26.25,25.125,20260329T154034.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,1,1,0,25.625,26.0,20260327T222346.000Z
26000010,26000027,26000059,26000062,26000084,27000006,28000007,28000015,26000005,26000007,26000017,26000055,26000058,27000003,28000001,28000015,1,1,0,26.0,26.625,20260329T130434.000Z
26000007,26000008,26000012,26000021,26000033,26000042,28000000,28000008,26000002,26000027,26000051,26000055,26000062,28000000,28000008,28000025,-1,0,1,25.25,24.125,20260328T203304.000Z
26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,26000017,26000020,26000027,26000036,26000050,26000083,28000000,28000008,1,1,0,25.75,25.0,20260328T134412.000Z
26000000,26000006,26000015,26000034,26000037,28000005,28000012,28000015,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,-1,1,2,24.25,23.875,20260326T014757.000Z
26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,1,0,26.0,25.625,20260328T120951.000Z
26000011,26000030,26000031,26000058,26000062,26000102,27000000,28000004,26000000,26000010,26000013,26000031,27000003,27000013,28000009,28000017,1,1,0,26.5,27.5,20260329T084320.000Z
26000002,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000004,26000015,26000042,26000050,26000051,26000074,28000000,28000017,1,1,0,26.0,23.25,20260329T141344.000Z
26000000,26000010,26000031,26000062,27000003,27000013,28000011,28000012,26000010,26000031,26000032,26000049,26000058,26000062,27000004,28000011,1,1,0,25.5,25.125,20260326T172552.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,1,25.5,25.5,20260329T055448.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,-1,0,1,27.0,25.125,20260329T155341.000Z
26000003,26000005,26000006,26000012,26000013,26000049,28000001,28000005,26000018,26000027,26000033,26000042,26000060,28000002,28000008,28000016,1,2,1,26.875,24.625,20260320T230658.000Z
26000010,26000011,26000014,26000030,26000056,27000002,28000000,28000011,26000004,26000017,26000036,26000040,26000046,26000064,28000004,28000011,1,1,0,28.0,25.375,20260327T105455.000Z
26000000,26000013,26000015,26000085,27000001,28000007,28000012,28000015,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,1,1,0,25.625,26.25,20260328T113604.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,25.5,25.5,20260329T153840.000Z
26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,26000030,26000050,26000058,26000062,26000097,26000102,27000000,28000011,1,1,0,25.125,25.125,20260328T153330.000Z
26000002,26000011,26000021,26000030,26000045,28000003,28000011,28000012,26000010,26000015,26000032,26000062,26000101,27000000,28000011,28000012,-1,0,1,26.0,24.125,20260328T184900.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,1,1,0,26.0,26.75,20260329T163959.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000046,26000050,26000051,26000055,26000062,28000000,28000008,28000025,-1,1,2,25.625,22.75,20260329T103926.000Z
26000010,26000030,26000062,26000101,27000006,28000009,28000012,28000015,26000003,26000012,26000027,26000033,26000042,26000049,28000001,28000008,-1,0,1,25.5,25.5,20260327T010421.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,23.875,27.125,20260327T123240.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,-1,0,1,26.0,24.5,20260329T024025.000Z
26000000,26000010,26000030,27000000,27000010,28000009,28000010,28000015,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,0,0,0,26.5,26.0,20260328T220515.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,-1,1,2,25.5,23.875,20260329T072335.000Z
26000010,26000024,26000044,26000061,26000077,26000084,28000002,28000011,26000010,26000011,26000017,26000030,26000031,26000084,27000007,27000008,-1,0,3,24.5,27.625,20260329T124737.000Z
26000027,26000033,26000042,26000043,26000060,28000002,28000008,28000016,26000003,26000017,26000018,26000033,28000001,28000008,28000012,28000016,1,1,0,24.875,26.375,20260328T135206.000Z
26000024,26000025,26000042,26000045,26000061,26000077,28000000,28000015,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,-1,0,1,23.625,26.0,20260328T211542.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000015,26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,1,1,0,25.25,24.625,20260329T053551.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,27.5,25.5,20260328T213055.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000009,26000012,26000037,26000048,26000067,26000069,28000001,28000002,1,2,1,25.5,23.625,20260329T070753.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000007,28000011,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,24.75,27.125,20260327T203934.000Z
26000006,26000032,26000037,26000038,26000039,27000012,28000000,28000008,26000009,26000011,26000015,26000018,26000027,26000039,28000012,28000026,-1,0,1,25.375,25.125,20260327T025248.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,1,1,0,26.75,24.5,20260329T053959.000Z
26000008,26000042,26000050,26000059,26000062,27000001,28000000,28000015,26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,1,1,0,24.625,26.0,20260329T040513.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000003,26000005,26000007,26000018,26000034,28000001,28000010,28000017,1,1,0,27.0,26.25,20260327T213459.000Z
26000024,26000044,26000050,26000061,26000084,28000000,28000002,28000015,26000000,26000010,26000062,26000095,27000004,27000013,28000009,28000011,1,1,0,24.875,25.25,20260329T000626.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000002,26000011,26000021,26000030,26000045,28000003,28000011,28000012,1,1,0,27.0,26.0,20260328T102119.000Z
26000008,26000017,26000048,26000067,26000069,28000001,28000002,28000023,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,-1,0,3,25.0,25.5,20260327T215259.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000010,26000031,26000050,26000058,26000062,26000097,27000000,28000011,1,1,0,25.625,25.125,20260329T122338.000Z
26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,26000000,26000010,26000013,26000031,27000000,27000013,28000009,28000017,-1,0,1,25.75,27.75,20260328T191717.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000015,26000001,26000003,26000027,26000034,26000044,28000001,28000010,28000017,-1,0,1,25.25,25.875,20260329T172622.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000000,26000013,26000024,26000025,26000087,28000000,28000002,28000025,1,3,0,26.25,25.5,20260329T150243.000Z
26000000,26000012,26000026,26000030,26000040,27000000,28000004,28000011,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,1,0,25.5,27.0,20260329T125322.000Z
26000000,26000010,26000032,26000049,26000062,27000000,28000000,28000011,26000003,26000013,26000018,26000027,26000039,28000000,28000002,28000008,-1,0,1,25.75,26.75,20260329T085603.000Z
26000000,26000010,26000062,26000095,27000004,27000013,28000011,28000012,26000001,26000003,26000005,26000027,26000095,28000001,28000010,28000017,-1,0,1,25.25,26.875,20260329T070744.000Z
26000040,26000041,26000056,26000074,27000001,28000004,28000011,28000018,26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,-1,0,1,25.625,26.75,20260329T153924.000Z
26000005,26000016,26000046,26000055,26000058,26000072,28000001,28000008,26000006,26000015,26000034,26000035,26000037,28000005,28000012,28000015,1,1,0,24.5,23.125,20260329T165706.000Z
26000050,26000059,26000062,26000084,26000102,27000001,28000000,28000015,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,-1,0,1,25.625,25.875,20260328T171301.000Z
26000010,26000026,26000041,26000065,27000000,28000003,28000004,28000011,26000000,26000006,26000015,26000034,26000037,28000005,28000012,28000015,-1,0,1,24.875,24.25,20260327T130325.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000020,26000027,26000035,26000036,26000052,26000062,28000000,28000015,-1,0,1,26.25,24.375,20260328T170740.000Z
26000017,26000020,26000027,26000035,26000036,26000083,28000000,28000015,26000002,26000040,26000050,26000053,26000056,26000097,28000011,28000026,-1,1,2,24.375,25.875,20260329T022224.000Z
26000010,26000102,27000000,27000010,27000013,28000009,28000017,28000018,26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,-1,0,1,27.5,26.0,20260327T000306.000Z
26000010,26000024,26000042,26000044,26000050,26000061,28000000,28000015,26000000,26000002,26000034,26000037,26000045,28000005,28000010,28000012,1,1,0,24.5,24.5,20260328T191615.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000011,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,24.875,27.125,20260329T061909.000Z
26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,24.0,25.625,20260329T061959.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000003,28000011,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,26.25,27.0,20260329T143019.000Z
26000008,26000029,26000032,26000057,26000087,27000009,28000008,28000024,26000010,26000050,26000059,26000062,26000084,27000000,28000000,28000015,1,2,1,24.875,25.875,20260328T232944.000Z
26000010,26000011,26000030,27000001,27000010,28000009,28000010,28000015,26000010,26000024,26000042,26000044,26000050,26000061,28000000,28000015,-1,0,3,26.0,24.5,20260329T171134.000Z
26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,26000008,26000020,26000021,26000022,26000025,26000064,28000007,28000011,-1,0,1,26.0,25.875,20260328T113310.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,1,3,0,25.5,26.75,20260329T151111.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000020,26000027,26000050,26000052,26000059,26000062,28000001,28000015,1,1,0,25.625,24.625,20260328T154234.000Z
26000050,26000051,26000055,26000062,28000000,28000008,28000015,28000025,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,1,2,1,23.125,23.875,20260329T011858.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000017,26000020,26000027,26000036,26000050,26000083,28000015,28000026,1,1,0,27.0,24.0,20260329T054239.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000034,26000037,26000045,26000052,26000074,28000005,28000010,28000012,1,1,0,26.75,23.0,20260329T160151.000Z
26000002,26000014,26000024,26000050,26000061,26000084,28000000,28000015,26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,-1,0,1,25.875,26.0,20260329T012501.000Z
26000006,26000032,26000037,26000038,26000039,27000012,28000000,28000008,26000015,26000037,26000041,26000049,26000055,26000056,26000103,28000001,1,1,0,26.375,25.5,20260329T152143.000Z
26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,26000012,26000040,26000058,26000069,27000003,27000013,28000000,28000011,-1,0,1,27.0,24.125,20260329T163546.000Z
26000010,26000032,26000062,26000095,26000101,27000000,28000011,28000012,26000002,26000006,26000011,26000029,26000037,26000039,26000061,28000005,-1,0,1,24.5,24.25,20260328T161659.000Z
26000010,26000038,27000001,27000010,28000009,28000010,28000015,28000025,26000002,26000050,26000051,26000055,27000010,28000000,28000008,28000025,-1,0,1,25.0,24.5,20260327T195600.000Z
26000006,26000010,26000014,26000032,26000038,27000004,28000015,28000017,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,26.0,25.625,20260328T114955.000Z
26000002,26000015,26000027,26000029,26000032,26000037,28000000,28000008,26000012,26000031,26000040,26000056,26000069,26000097,27000000,28000026,-1,1,3,24.5,26.0,20260329T130852.000Z
26000003,26000005,26000007,26000018,26000034,28000001,28000010,28000017,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,1,0,26.25,27.125,20260326T060842.000Z
26000000,26000019,26000032,26000058,26000062,27000004,28000012,28000015,26000007,26000011,26000012,26000041,26000055,27000006,28000001,28000004,1,1,0,25.625,25.375,20260327T232803.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000000,26000010,26000015,26000023,27000012,28000009,28000010,28000015,1,1,0,27.125,24.875,20260224T212608.000Z
26000020,26000036,26000050,26000052,26000074,27000010,28000000,28000015,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,24.5,27.0,20260329T172705.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,1,25.5,27.125,20260329T164642.000Z
26000002,26000031,26000040,26000050,26000058,26000097,27000000,28000011,26000034,26000037,26000045,26000052,26000074,28000005,28000010,28000012,1,1,0,25.875,23.0,20260329T113358.000Z
26000021,26000025,26000027,26000042,26000046,26000055,26000062,28000008,26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,1,2,1,23.5,27.5,20260329T122514.000Z
26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,1,1,0,23.875,27.125,20260329T005442.000Z
26000001,26000010,26000030,26000038,27000006,27000008,28000000,28000011,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,26.875,27.0,20260328T012733.000Z
26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,26.75,25.5,20260327T192604.000Z
26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,-1,0,1,25.25,27.0,20260329T153827.000Z
26000002,26000021,26000050,26000055,26000062,27000010,28000000,28000008,26000028,26000038,26000044,26000050,26000059,28000000,28000011,28000016,1,1,0,25.25,25.125,20260327T093130.000Z
26000002,26000005,26000013,26000056,26000085,27000001,28000012,28000015,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,1,3,0,26.875,25.625,20260328T103558.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000002,26000050,26000051,26000055,27000010,28000007,28000008,28000025,-1,0,1,25.5,24.125,20260329T005816.000Z
26000003,26000005,26000012,26000018,26000022,26000033,28000000,28000008,26000003,26000012,26000018,26000022,26000033,26000049,28000001,28000002,1,2,0,26.625,26.25,20260326T124137.000Z
26000004,26000017,26000018,26000042,26000055,26000074,28000000,28000012,26000007,26000014,26000056,26000074,27000009,28000001,28000011,28000018,1,1,0,24.5,24.875,20260326T182458.000Z
26000010,26000013,26000045,26000074,27000012,28000010,28000012,28000017,26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,-1,0,3,25.25,27.125,20260329T081726.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000000,28000011,26000024,26000050,26000062,26000084,26000102,27000006,28000007,28000015,-1,0,1,26.25,25.75,20260328T191813.000Z
26000005,26000032,26000050,26000058,26000062,27000001,28000009,28000015,26000000,26000010,26000013,26000031,27000000,27000013,28000003,28000017,-1,0,1,23.875,28.125,20260329T151808.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,1,1,0,25.625,26.25,20260328T181811.000Z
26000035,26000050,26000051,26000052,26000062,28000000,28000015,28000016,26000047,26000052,26000057,26000059,26000084,27000012,28000001,28000015,1,3,0,23.625,27.375,20260324T111921.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000010,26000038,27000001,27000010,28000009,28000010,28000015,28000025,-1,0,1,27.125,25.0,20260324T143735.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000011,26000006,26000008,26000015,26000029,26000039,27000009,28000000,28000008,-1,1,2,25.25,26.0,20260329T010537.000Z
26000000,26000010,26000031,26000062,27000003,27000013,28000011,28000012,26000000,26000010,26000013,26000031,27000000,27000013,28000003,28000017,1,3,1,25.5,28.125,20260327T072143.000Z
26000010,26000018,26000031,26000072,26000084,27000007,27000008,28000011,26000004,26000036,26000042,26000046,26000050,26000062,28000000,28000008,0,0,0,25.625,23.875,20260328T064425.000Z
26000003,26000014,26000025,26000034,26000048,28000001,28000010,28000017,26000010,26000011,26000029,26000039,27000009,28000000,28000008,28000025,1,1,0,25.25,26.0,20260328T221144.000Z
26000006,26000008,26000015,26000029,26000039,27000009,28000000,28000008,26000001,26000003,26000005,26000027,26000095,28000001,28000010,28000017,1,2,1,26.0,26.875,20260329T124259.000Z
26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,26000010,26000014,26000021,26000030,26000038,27000000,28000000,28000011,1,3,0,26.25,27.0,20260329T171051.000Z
26000026,26000032,26000043,26000046,26000047,26000050,26000058,26000062,26000010,26000017,26000036,26000047,26000061,26000062,28000007,28000011,1,2,1,24.375,25.875,20260329T152207.000Z
26000000,26000012,26000026,26000030,26000040,27000000,28000004,28000011,26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,-1,0,1,25.5,25.625,20260328T225549.000Z
26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,26000005,26000032,26000050,26000058,26000062,27000001,28000009,28000015,1,1,0,25.625,23.875,20260329T133200.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000001,26000010,26000011,26000084,27000006,27000008,28000003,28000011,1,1,0,25.5,26.875,20260329T155718.000Z
26000009,26000013,26000035,26000039,26000043,26000048,28000001,28000008,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,3,1,26.125,25.5,20260328T220318.000Z
26000000,26000001,26000010,26000084,27000006,27000008,28000000,28000011,26000012,26000027,26000049,26000055,26000058,26000072,27000013,28000017,1,1,0,27.875,25.25,20260328T214143.000Z
26000002,26000005,26000053,26000054,26000056,27000002,28000000,28000015,26000008,26000036,26000046,26000050,26000062,28000000,28000008,28000025,0,0,0,27.5,24.5,20260329T122946.000Z
26000016,26000046,26000049,26000050,26000055,26000058,26000072,28000000,26000006,26000015,26000034,26000035,26000037,28000005,28000012,28000015,1,1,0,23.25,23.25,20260329T164510.000Z
26000010,26000026,26000030,26000065,27000000,28000003,28000004,28000011,26000050,26000051,26000062,26000077,26000084,26000095,26000102,28000000,-1,0,1,24.625,24.25,20260329T030130.000Z
26000005,26000010,26000054,26000056,26000062,27000002,28000000,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,3,1,26.5,25.5,20260329T012331.000Z
26000002,26000040,26000050,26000053,26000056,26000097,28000000,28000011,26000010,26000024,26000044,26000061,26000077,26000084,28000000,28000011,1,1,0,26.25,24.875,20260329T072454.000Z
26000009,26000015,26000039,26000048,27000012,28000007,28000012,28000015,26000000,26000019,26000032,26000058,26000062,27000004,28000012,28000015,-1,0,1,24.375,24.875,20260329T143907.000Z
26000003,26000005,26000007,26000018,26000034,28000001,28000010,28000017,26000000,26000010,26000031,26000062,27000000,27000013,28000009,28000017,1,1,0,26.25,26.75,20260328T144939.000Z
26000009,26000015,26000027,26000039,27000012,28000007,28000012,28000015,26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,1,1,0,24.75,25.5,20260329T073044.000Z
26000010,26000027,26000036,26000050,26000103,28000000,28000002,28000025,26000000,26000031,26000032,26000049,26000058,26000062,27000004,28000011,-1,0,1,24.0,25.125,20260329T070214.000Z
26000000,26000010,26000031,26000095,27000006,27000013,28000009,28000011,26000009,26000011,26000015,26000018,26000027,26000039,28000012,28000026,-1,0,1,26.5,25.125,20260328T150720.000Z
26000012,26000021,26000033,26000042,26000045,26000055,28000012,28000026,26000001,26000004,26000006,26000011,26000023,28000001,28000007,28000012,1,1,0,24.25,26.125,20260328T002014.000Z
26000000,26000034,26000039,26000083,26000085,27000012,28000007,28000012,26000002,26000020,26000049,27000001,27000010,28000009,28000010,28000015,-1,0,1,24.875,25.625,20260328T151922.000Z
26000010,26000050,26000059,26000062,26000084,27000001,28000000,28000015,26000020,26000025,26000049,27000001,27000010,28000009,28000010,28000015,1,1,0,25.625,25.0,20260329T111243.000Z
26000004,26000027,26000036,26000042,26000050,26000062,28000000,28000008,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,-1,0,1,24.25,26.25,20260329T055011.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000050,26000059,26000062,26000084,27000001,28000007,28000015,-1,0,1,25.5,25.25,20260328T164043.000Z
26000010,26000024,26000044,26000050,26000061,26000084,28000000,28000015,26000010,26000030,26000059,26000072,27000000,28000011,28000014,28000018,1,1,0,25.5,26.25,20260327T011316.000Z
