Actual_Result,Predicted_Label,Win_Probability,Is_Correct,Deck_A_Predicting,Deck_B_Opponent,Confidence
0.0,0,0.0103,True,"[17, 20, 27, 35, 36, 52, 98, 113]","[34, 37, 45, 52, 70, 103, 108, 110]",0.9794
0.0,0,0.0104,True,"[50, 51, 55, 74, 77, 83, 105, 115]","[10, 11, 30, 31, 58, 62, 85, 102]",0.9792
0.0,0,0.0104,True,"[24, 25, 44, 61, 71, 74, 100, 109]","[17, 20, 27, 36, 50, 73, 113, 120]",0.9792
0.0,1,0.9896,False,"[9, 13, 35, 43, 48, 76, 99, 106]","[0, 1, 10, 74, 91, 93, 101, 109]",0.9792
1.0,1,0.9895,True,"[0, 10, 62, 78, 89, 97, 109, 110]","[0, 10, 31, 62, 85, 97, 107, 115]",0.979
1.0,1,0.9895,True,"[4, 36, 42, 46, 50, 62, 98, 106]","[3, 16, 27, 32, 63, 76, 98, 106]",0.979
0.0,0,0.0106,True,"[47, 52, 57, 59, 74, 96, 99, 113]","[10, 50, 59, 62, 74, 86, 105, 113]",0.9788
1.0,1,0.9892,True,"[2, 40, 50, 53, 56, 80, 98, 109]","[4, 36, 42, 46, 50, 62, 98, 106]",0.9784
0.0,1,0.9892,False,"[0, 13, 26, 31, 91, 93, 101, 116]","[10, 24, 42, 44, 50, 61, 98, 113]",0.9784
1.0,1,0.9892,True,"[2, 40, 50, 53, 56, 80, 98, 109]","[4, 36, 42, 46, 50, 62, 98, 106]",0.9784
1.0,1,0.9892,True,"[2, 40, 50, 53, 56, 80, 98, 109]","[4, 36, 42, 46, 50, 62, 98, 106]",0.9784
1.0,1,0.9892,True,"[3, 7, 18, 27, 92, 100, 106, 114]","[0, 10, 13, 31, 85, 97, 107, 115]",0.9784
0.0,1,0.9891,False,"[13, 28, 43, 50, 71, 92, 100, 114]","[12, 41, 58, 68, 88, 97, 98, 109]",0.97819996
1.0,1,0.9891,True,"[0, 6, 15, 34, 37, 103, 110, 113]","[17, 50, 59, 74, 86, 105, 113, 116]",0.97819996
1.0,1,0.989,True,"[0, 2, 34, 37, 45, 103, 108, 110]","[6, 8, 29, 39, 72, 94, 98, 106]",0.97800004
0.0,0,0.011,True,"[12, 32, 45, 48, 66, 71, 100, 118]","[18, 27, 33, 42, 60, 100, 106, 114]",0.978
1.0,0,0.011,False,"[11, 30, 31, 58, 62, 83, 85, 102]","[31, 50, 53, 58, 62, 80, 85, 98]",0.978
0.0,0,0.011,True,"[10, 11, 29, 39, 94, 98, 106, 119]","[10, 50, 53, 56, 58, 62, 101, 109]",0.978
0.0,0,0.011,True,"[17, 50, 59, 74, 86, 105, 113, 116]","[0, 6, 15, 34, 37, 103, 110, 113]",0.978
1.0,0,0.0112,False,"[37, 41, 49, 55, 56, 58, 97, 99]","[17, 20, 36, 46, 50, 73, 99, 113]",0.9776
0.0,1,0.9888,False,"[0, 10, 31, 62, 85, 97, 107, 115]","[11, 14, 18, 21, 26, 99, 103, 109]",0.9776
0.0,0,0.0112,True,"[18, 27, 33, 42, 60, 100, 106, 114]","[0, 1, 10, 74, 91, 93, 101, 109]",0.9776
0.0,1,0.9888,False,"[0, 2, 26, 74, 91, 101, 102, 109]","[2, 50, 53, 56, 58, 80, 85, 98]",0.9776
0.0,0,0.0112,True,"[2, 6, 35, 42, 45, 55, 103, 110]","[9, 11, 15, 18, 23, 27, 105, 110]",0.9776
0.0,0,0.0113,True,"[6, 10, 14, 32, 38, 89, 113, 115]","[3, 17, 18, 22, 27, 33, 92, 100]",0.9774
0.0,1,0.9887,False,"[0, 12, 26, 30, 40, 85, 102, 109]","[10, 11, 30, 86, 95, 107, 108, 113]",0.97739995
0.0,1,0.9887,False,"[2, 24, 44, 50, 61, 74, 105, 109]","[21, 25, 27, 42, 46, 55, 64, 106]",0.97739995
1.0,1,0.9887,True,"[10, 27, 59, 69, 74, 91, 98, 109]","[10, 21, 65, 74, 85, 95, 105, 109]",0.97739995
0.0,1,0.9885,False,"[6, 32, 37, 38, 39, 96, 98, 106]","[10, 24, 44, 50, 61, 74, 98, 113]",0.977
1.0,1,0.9885,True,"[6, 32, 37, 38, 39, 96, 98, 106]","[10, 24, 44, 50, 61, 74, 98, 113]",0.977
1.0,1,0.9885,True,"[6, 32, 37, 38, 39, 96, 98, 106]","[10, 24, 44, 50, 61, 74, 98, 113]",0.977
1.0,1,0.9885,True,"[5, 16, 46, 55, 58, 69, 99, 106]","[0, 10, 78, 91, 97, 107, 115, 116]",0.977
0.0,0,0.0115,True,"[4, 36, 42, 46, 50, 62, 98, 106]","[2, 31, 40, 50, 58, 80, 85, 109]",0.977
1.0,1,0.9885,True,"[6, 32, 37, 38, 39, 96, 98, 106]","[10, 24, 44, 50, 61, 74, 98, 113]",0.977
1.0,0,0.0116,False,"[4, 36, 46, 50, 62, 73, 99, 106]","[0, 2, 30, 64, 91, 93, 98, 109]",0.9768
1.0,1,0.9884,True,"[8, 42, 50, 59, 62, 86, 98, 113]","[4, 36, 46, 50, 62, 73, 99, 106]",0.97679996
0.0,0,0.0117,True,"[10, 63, 66, 67, 92, 104, 110, 114]","[2, 40, 50, 53, 56, 80, 101, 109]",0.9766
0.0,0,0.0118,True,"[42, 51, 55, 70, 76, 107, 113, 115]","[0, 10, 14, 32, 58, 85, 107, 109]",0.9764
1.0,1,0.9882,True,"[27, 33, 42, 43, 60, 100, 106, 114]","[10, 50, 59, 62, 74, 86, 98, 113]",0.9764
1.0,1,0.9882,True,"[19, 32, 41, 49, 54, 81, 87, 98]","[10, 14, 21, 30, 38, 85, 98, 109]",0.9764
0.0,0,0.0118,True,"[10, 11, 30, 32, 91, 107, 113, 119]","[9, 27, 35, 63, 72, 92, 110, 113]",0.9764
1.0,1,0.9881,True,"[0, 10, 62, 78, 89, 97, 110, 113]","[21, 22, 25, 43, 45, 84, 103, 106]",0.9762
0.0,0,0.0119,True,"[2, 5, 53, 54, 56, 87, 98, 113]","[0, 10, 32, 49, 62, 85, 98, 109]",0.9762
1.0,1,0.9881,True,"[2, 40, 50, 53, 56, 80, 98, 109]","[6, 15, 34, 35, 37, 103, 110, 113]",0.9762
1.0,1,0.988,True,"[1, 3, 5, 8, 34, 99, 108, 115]","[3, 13, 16, 27, 39, 98, 100, 106]",0.97599995
0.0,1,0.9879,False,"[31, 50, 53, 58, 62, 80, 85, 98]","[11, 30, 31, 58, 62, 83, 85, 102]",0.97580004
1.0,0,0.0121,False,"[17, 20, 27, 36, 50, 73, 113, 120]","[11, 30, 31, 58, 62, 83, 85, 102]",0.9758
1.0,1,0.9878,True,"[6, 8, 13, 29, 37, 99, 115, 117]","[47, 52, 57, 59, 74, 96, 99, 113]",0.9756
0.0,1,0.9877,False,"[46, 50, 51, 55, 62, 98, 106, 119]","[2, 11, 21, 30, 45, 101, 109, 110]",0.9754
1.0,0,0.0123,False,"[10, 27, 32, 74, 91, 101, 109, 116]","[2, 26, 30, 65, 85, 101, 102, 109]",0.9754
0.0,0,0.0123,True,"[12, 40, 58, 68, 88, 97, 98, 109]","[10, 30, 59, 69, 85, 109, 112, 116]",0.9754
1.0,1,0.9876,True,"[2, 31, 40, 50, 58, 80, 85, 109]","[6, 15, 34, 35, 37, 103, 110, 113]",0.97520006
0.0,1,0.9875,False,"[0, 1, 10, 74, 91, 93, 98, 109]","[3, 17, 18, 22, 27, 33, 92, 100]",0.975
0.0,1,0.9875,False,"[0, 1, 10, 74, 91, 93, 98, 109]","[3, 17, 18, 22, 27, 33, 92, 100]",0.975
1.0,1,0.9875,True,"[0, 9, 15, 35, 48, 105, 110, 113]","[2, 13, 21, 37, 38, 55, 106, 107]",0.975
0.0,0,0.0126,True,"[3, 5, 14, 18, 33, 100, 106, 114]","[2, 50, 51, 55, 95, 98, 106, 119]",0.9748
0.0,1,0.9874,False,"[10, 30, 59, 69, 85, 109, 112, 116]","[7, 17, 18, 46, 55, 104, 105, 106]",0.9748
1.0,1,0.9874,True,"[6, 8, 15, 29, 39, 94, 98, 106]","[45, 51, 54, 70, 84, 113, 115, 120]",0.9748
1.0,0,0.0127,False,"[3, 16, 27, 32, 63, 76, 98, 106]","[47, 52, 57, 59, 70, 96, 99, 113]",0.9746
1.0,1,0.9872,True,"[10, 11, 30, 31, 58, 62, 85, 102]","[9, 15, 23, 48, 96, 105, 110, 113]",0.97440004
0.0,0,0.0128,True,"[2, 40, 50, 53, 56, 80, 101, 109]","[0, 10, 32, 49, 62, 85, 98, 109]",0.9744
0.0,1,0.9871,False,"[5, 32, 50, 58, 62, 86, 107, 113]","[10, 38, 86, 95, 107, 108, 113, 119]",0.9742
0.0,0,0.0129,True,"[13, 31, 37, 70, 75, 85, 105, 110]","[28, 38, 44, 50, 59, 98, 113, 114]",0.9742
0.0,1,0.987,False,"[10, 65, 83, 85, 95, 97, 107, 109]","[0, 10, 31, 62, 85, 97, 107, 115]",0.974
1.0,0,0.013,False,"[7, 17, 18, 46, 55, 104, 105, 106]","[10, 30, 59, 69, 85, 109, 112, 116]",0.974
0.0,0,0.0133,True,"[3, 16, 27, 32, 63, 76, 98, 106]","[0, 5, 14, 41, 56, 87, 98, 113]",0.9734
1.0,1,0.9866,True,"[28, 38, 44, 50, 59, 98, 113, 114]","[13, 31, 37, 70, 75, 85, 105, 110]",0.97319996
0.0,1,0.9866,False,"[9, 15, 48, 72, 96, 105, 110, 113]","[1, 3, 5, 8, 34, 48, 99, 108]",0.97319996
1.0,1,0.9866,True,"[0, 12, 17, 20, 21, 98, 109, 110]","[0, 10, 62, 78, 89, 97, 107, 109]",0.97319996
1.0,1,0.9865,True,"[9, 11, 15, 18, 23, 27, 105, 110]","[2, 6, 35, 42, 45, 55, 103, 110]",0.97300005
1.0,1,0.9865,True,"[10, 24, 44, 61, 71, 100, 109, 114]","[0, 10, 32, 58, 69, 85, 107, 109]",0.97300005
1.0,0,0.0136,False,"[25, 40, 58, 65, 74, 88, 102, 109]","[50, 51, 55, 62, 98, 106, 113, 119]",0.9728
0.0,0,0.0136,True,"[25, 40, 58, 65, 74, 88, 102, 109]","[50, 51, 55, 62, 98, 106, 113, 119]",0.9728
0.0,0,0.0136,True,"[15, 29, 32, 39, 68, 94, 99, 119]","[0, 15, 34, 75, 86, 105, 110, 113]",0.9728
1.0,1,0.9863,True,"[0, 6, 15, 34, 37, 103, 110, 113]","[24, 50, 52, 61, 73, 94, 98, 113]",0.9726
1.0,0,0.0138,False,"[0, 10, 32, 49, 62, 85, 98, 109]","[10, 11, 29, 39, 94, 98, 106, 119]",0.9724
0.0,0,0.014,True,"[24, 50, 61, 74, 76, 98, 100, 113]","[7, 24, 52, 61, 68, 94, 98, 113]",0.972
1.0,1,0.986,True,"[34, 37, 45, 52, 70, 103, 108, 110]","[17, 20, 27, 35, 36, 52, 98, 113]",0.972
1.0,0,0.014,False,"[0, 6, 7, 30, 35, 49, 106, 110]","[3, 14, 25, 34, 48, 99, 108, 115]",0.972
1.0,0,0.0141,False,"[0, 19, 32, 58, 62, 89, 110, 113]","[10, 30, 59, 69, 85, 109, 112, 116]",0.97179997
0.0,0,0.0142,True,"[0, 10, 13, 31, 85, 97, 101, 115]","[0, 15, 23, 94, 107, 108, 110, 113]",0.9716
0.0,0,0.0142,True,"[2, 50, 53, 56, 58, 80, 85, 98]","[47, 52, 57, 59, 74, 96, 99, 113]",0.9716
1.0,1,0.9857,True,"[0, 10, 32, 49, 62, 85, 98, 109]","[2, 5, 53, 54, 56, 87, 98, 113]",0.9714
1.0,1,0.9856,True,"[17, 20, 27, 36, 50, 73, 113, 120]","[24, 25, 44, 61, 71, 74, 100, 109]",0.9712
1.0,0,0.0145,False,"[9, 11, 15, 18, 27, 39, 110, 120]","[20, 27, 50, 52, 59, 62, 99, 113]",0.971
1.0,1,0.9855,True,"[2, 50, 51, 55, 95, 98, 106, 119]","[3, 5, 14, 18, 33, 100, 106, 114]",0.97099996
0.0,0,0.0147,True,"[0, 15, 23, 94, 107, 108, 110, 113]","[10, 24, 44, 50, 61, 74, 98, 113]",0.9706
0.0,0,0.0147,True,"[0, 15, 23, 94, 107, 108, 110, 113]","[10, 24, 44, 50, 61, 74, 98, 113]",0.9706
1.0,0,0.0147,False,"[0, 15, 23, 94, 107, 108, 110, 113]","[10, 24, 44, 50, 61, 74, 98, 113]",0.9706
1.0,1,0.9853,True,"[0, 15, 34, 75, 86, 105, 110, 113]","[15, 29, 32, 39, 68, 94, 99, 119]",0.9706
0.0,0,0.0149,True,"[13, 34, 75, 76, 96, 105, 110, 113]","[4, 15, 27, 42, 51, 98, 113, 115]",0.9702
0.0,1,0.9851,False,"[47, 52, 57, 59, 70, 96, 99, 113]","[3, 16, 27, 32, 63, 76, 98, 106]",0.97019994
0.0,1,0.985,False,"[10, 30, 59, 69, 85, 109, 112, 116]","[20, 27, 50, 52, 59, 62, 99, 113]",0.97
0.0,0,0.015,True,"[4, 13, 39, 60, 61, 99, 100, 120]","[5, 10, 18, 21, 26, 38, 103, 106]",0.97
0.0,0,0.0151,True,"[10, 14, 21, 30, 38, 85, 98, 109]","[4, 13, 39, 60, 61, 99, 100, 120]",0.9698
0.0,0,0.0152,True,"[9, 27, 35, 39, 78, 98, 106, 119]","[31, 37, 70, 75, 96, 105, 110, 113]",0.9696
1.0,0,0.0153,False,"[2, 50, 53, 56, 58, 80, 85, 98]","[0, 2, 26, 74, 91, 101, 102, 109]",0.9694
1.0,1,0.9846,True,"[0, 10, 30, 69, 91, 93, 101, 109]","[6, 34, 35, 37, 63, 103, 110, 113]",0.9692
1.0,1,0.9845,True,"[10, 50, 59, 62, 74, 86, 105, 113]","[47, 52, 57, 59, 74, 96, 99, 113]",0.969
1.0,0,0.0155,False,"[18, 27, 33, 42, 60, 100, 106, 114]","[3, 5, 7, 18, 34, 99, 108, 115]",0.969
1.0,1,0.9845,True,"[0, 10, 32, 49, 62, 85, 98, 109]","[2, 40, 50, 53, 56, 80, 101, 109]",0.969
0.0,0,0.0156,True,"[10, 11, 30, 32, 91, 107, 113, 119]","[20, 36, 50, 52, 70, 95, 98, 113]",0.9688
1.0,0,0.0156,False,"[17, 20, 27, 36, 50, 73, 113, 120]","[8, 36, 46, 50, 62, 98, 106, 119]",0.9688
1.0,0,0.0157,False,"[4, 15, 42, 51, 70, 105, 113, 115]","[2, 11, 21, 30, 45, 101, 109, 110]",0.9686
0.0,1,0.984,False,"[3, 5, 6, 12, 13, 49, 99, 103]","[6, 32, 49, 61, 81, 85, 115, 116]",0.96800005
0.0,0,0.016,True,"[4, 15, 42, 50, 51, 70, 98, 115]","[2, 40, 50, 53, 56, 80, 101, 109]",0.968
0.0,0,0.016,True,"[0, 10, 78, 91, 97, 107, 115, 116]","[5, 16, 46, 55, 58, 69, 99, 106]",0.968
1.0,1,0.9839,True,"[9, 27, 35, 63, 72, 92, 110, 113]","[10, 11, 30, 32, 91, 107, 113, 119]",0.9678
0.0,0,0.0161,True,"[10, 31, 32, 49, 58, 62, 89, 109]","[11, 37, 52, 68, 94, 98, 99, 108]",0.9678
0.0,0,0.0161,True,"[6, 10, 14, 32, 38, 89, 113, 115]","[1, 47, 48, 66, 68, 99, 105, 118]",0.9678
1.0,1,0.9839,True,"[20, 36, 50, 70, 73, 99, 114, 119]","[17, 18, 38, 40, 55, 59, 96, 99]",0.9678
0.0,0,0.0162,True,"[10, 14, 21, 30, 38, 85, 98, 109]","[0, 10, 31, 78, 85, 97, 107, 115]",0.9676
1.0,1,0.9837,True,"[0, 15, 23, 94, 107, 108, 110, 113]","[0, 10, 13, 31, 85, 97, 101, 115]",0.96739995
1.0,1,0.9837,True,"[26, 27, 53, 54, 70, 98, 102, 115]","[1, 3, 14, 25, 27, 34, 99, 120]",0.96739995
0.0,1,0.9837,False,"[9, 13, 35, 43, 48, 76, 99, 106]","[2, 40, 50, 53, 56, 80, 101, 109]",0.96739995
0.0,0,0.0164,True,"[10, 63, 66, 67, 92, 104, 110, 114]","[11, 14, 18, 21, 26, 99, 103, 109]",0.9672
0.0,0,0.0166,True,"[3, 17, 18, 33, 99, 106, 110, 114]","[10, 50, 59, 62, 74, 86, 98, 113]",0.9668
0.0,0,0.0166,True,"[0, 10, 62, 78, 89, 97, 109, 110]","[2, 11, 15, 29, 39, 94, 98, 113]",0.9668
1.0,1,0.9833,True,"[31, 37, 70, 75, 96, 105, 110, 113]","[9, 27, 35, 39, 78, 98, 106, 119]",0.96659994
0.0,1,0.9833,False,"[9, 15, 18, 27, 35, 39, 110, 120]","[10, 30, 50, 58, 62, 80, 85, 109]",0.96659994
0.0,0,0.0169,True,"[17, 18, 38, 40, 55, 59, 96, 99]","[20, 36, 50, 70, 73, 99, 114, 119]",0.9662
1.0,1,0.9831,True,"[5, 10, 18, 21, 26, 38, 103, 106]","[4, 13, 39, 60, 61, 99, 100, 120]",0.9662
1.0,0,0.017,False,"[0, 10, 30, 62, 91, 97, 107, 109]","[2, 32, 37, 41, 49, 55, 56, 106]",0.966
0.0,1,0.9829,False,"[10, 30, 59, 69, 85, 109, 112, 116]","[0, 19, 32, 58, 62, 89, 110, 113]",0.96580005
1.0,1,0.9829,True,"[0, 1, 10, 74, 91, 93, 98, 109]","[10, 11, 29, 39, 94, 98, 106, 119]",0.96580005
0.0,1,0.9829,False,"[0, 1, 10, 74, 91, 93, 98, 109]","[10, 11, 29, 39, 94, 98, 106, 119]",0.96580005
1.0,1,0.9829,True,"[2, 31, 40, 50, 58, 80, 85, 109]","[4, 36, 42, 46, 50, 62, 98, 106]",0.96580005
1.0,1,0.9829,True,"[10, 27, 59, 62, 74, 91, 98, 113]","[10, 27, 36, 50, 84, 98, 100, 119]",0.96580005
0.0,0,0.0172,True,"[18, 27, 33, 39, 60, 73, 100, 106]","[7, 8, 12, 21, 33, 42, 98, 106]",0.9656
0.0,0,0.0174,True,"[0, 2, 14, 30, 32, 87, 98, 113]","[2, 5, 53, 54, 56, 87, 98, 113]",0.9652
1.0,1,0.9826,True,"[2, 50, 51, 55, 95, 98, 106, 119]","[10, 31, 58, 65, 85, 97, 98, 109]",0.96519995
0.0,1,0.9826,False,"[2, 26, 30, 65, 85, 101, 102, 109]","[10, 27, 32, 74, 91, 101, 109, 116]",0.96519995
1.0,1,0.9825,True,"[11, 14, 18, 21, 26, 99, 103, 109]","[10, 63, 66, 67, 92, 104, 110, 114]",0.96500003
0.0,0,0.0175,True,"[1, 3, 5, 8, 34, 99, 108, 115]","[2, 40, 50, 53, 56, 80, 101, 109]",0.965
0.0,0,0.0178,True,"[8, 20, 21, 22, 25, 64, 105, 109]","[0, 10, 31, 62, 88, 97, 109, 110]",0.9644
0.0,0,0.0178,True,"[3, 17, 18, 22, 27, 33, 92, 100]","[4, 36, 42, 46, 50, 62, 98, 106]",0.9644
1.0,0,0.0178,False,"[3, 17, 18, 22, 27, 33, 92, 100]","[4, 36, 42, 46, 50, 62, 98, 106]",0.9644
0.0,0,0.0181,True,"[10, 30, 32, 49, 58, 62, 89, 109]","[10, 21, 31, 50, 62, 85, 109, 112]",0.9638
0.0,0,0.0181,True,"[0, 15, 23, 94, 107, 108, 110, 113]","[10, 50, 59, 62, 74, 86, 98, 113]",0.9638
1.0,1,0.9818,True,"[0, 10, 13, 31, 85, 97, 101, 115]","[0, 1, 10, 74, 91, 93, 98, 109]",0.96360004
1.0,1,0.9818,True,"[2, 11, 15, 29, 39, 94, 98, 113]","[0, 10, 62, 78, 89, 97, 109, 110]",0.96360004
0.0,0,0.0184,True,"[24, 25, 44, 61, 71, 74, 100, 109]","[3, 5, 7, 18, 34, 99, 108, 115]",0.9632
1.0,0,0.0185,False,"[12, 17, 48, 66, 68, 99, 100, 117]","[2, 20, 49, 86, 95, 107, 108, 113]",0.963
0.0,0,0.0185,True,"[16, 24, 25, 26, 49, 55, 95, 102]","[5, 12, 14, 26, 33, 60, 98, 106]",0.963
0.0,0,0.0185,True,"[10, 31, 78, 81, 85, 97, 107, 109]","[10, 11, 29, 39, 94, 98, 106, 119]",0.963
1.0,0,0.0187,False,"[8, 9, 13, 39, 48, 98, 106, 110]","[0, 10, 30, 69, 91, 93, 101, 109]",0.9626
0.0,0,0.0188,True,"[2, 23, 50, 59, 74, 86, 105, 113]","[50, 51, 55, 62, 98, 106, 113, 119]",0.9624
1.0,0,0.0188,False,"[21, 25, 27, 42, 46, 55, 62, 106]","[2, 40, 50, 53, 56, 80, 98, 109]",0.9624
1.0,0,0.0191,False,"[6, 10, 14, 32, 38, 89, 113, 115]","[9, 15, 48, 72, 96, 105, 110, 113]",0.9618
0.0,1,0.9808,False,"[0, 2, 30, 64, 91, 93, 98, 109]","[4, 36, 46, 50, 62, 73, 99, 106]",0.96159995
1.0,1,0.9808,True,"[0, 10, 14, 32, 58, 85, 107, 109]","[42, 51, 55, 70, 76, 107, 113, 115]",0.96159995
1.0,1,0.9807,True,"[4, 36, 42, 46, 50, 62, 98, 106]","[6, 7, 11, 49, 52, 99, 105, 106]",0.96140003
0.0,1,0.9807,False,"[0, 12, 17, 20, 21, 98, 109, 110]","[3, 12, 27, 33, 42, 49, 99, 106]",0.96140003
0.0,0,0.0194,True,"[0, 10, 13, 31, 85, 97, 107, 115]","[9, 27, 35, 39, 78, 98, 106, 119]",0.9612
0.0,1,0.9806,False,"[11, 30, 31, 58, 62, 83, 85, 102]","[17, 20, 27, 36, 50, 73, 113, 120]",0.9612
0.0,0,0.0194,True,"[10, 17, 50, 59, 74, 86, 105, 113]","[31, 50, 53, 58, 62, 80, 85, 98]",0.9612
0.0,0,0.0196,True,"[0, 1, 10, 74, 91, 93, 101, 109]","[35, 36, 42, 46, 50, 62, 113, 120]",0.9608
0.0,0,0.0196,True,"[32, 49, 54, 81, 87, 107, 109, 116]","[5, 12, 14, 26, 33, 60, 98, 106]",0.9608
0.0,0,0.0196,True,"[0, 10, 31, 58, 62, 85, 97, 109]","[3, 13, 16, 27, 39, 98, 100, 106]",0.9608
1.0,1,0.9803,True,"[0, 5, 14, 41, 56, 87, 98, 113]","[3, 16, 27, 32, 63, 76, 98, 106]",0.9606
0.0,0,0.0197,True,"[0, 2, 13, 31, 85, 97, 107, 115]","[17, 20, 27, 36, 50, 73, 113, 120]",0.9606
0.0,1,0.9802,False,"[2, 11, 21, 30, 45, 101, 109, 110]","[4, 15, 42, 51, 70, 105, 113, 115]",0.9604
1.0,1,0.9801,True,"[18, 27, 33, 42, 60, 100, 106, 114]","[12, 32, 45, 48, 66, 71, 100, 118]",0.96019995
0.0,1,0.98,False,"[17, 20, 36, 46, 50, 73, 99, 113]","[37, 41, 49, 55, 56, 58, 97, 99]",0.96000004
1.0,0,0.0201,False,"[2, 11, 21, 30, 45, 105, 109, 110]","[0, 2, 32, 58, 62, 89, 109, 110]",0.9598
1.0,1,0.9798,True,"[10, 11, 30, 31, 58, 62, 85, 102]","[50, 51, 55, 74, 77, 83, 105, 115]",0.9596
1.0,1,0.9797,True,"[10, 24, 44, 50, 61, 74, 98, 113]","[0, 15, 23, 94, 107, 108, 110, 113]",0.95940006
0.0,1,0.9797,False,"[10, 24, 44, 50, 61, 74, 98, 113]","[0, 15, 23, 94, 107, 108, 110, 113]",0.95940006
1.0,1,0.9797,True,"[10, 24, 44, 50, 61, 74, 98, 113]","[0, 15, 23, 94, 107, 108, 110, 113]",0.95940006
1.0,0,0.0203,False,"[6, 32, 49, 61, 81, 85, 115, 116]","[3, 5, 6, 12, 13, 49, 99, 103]",0.9594
0.0,1,0.9795,False,"[3, 14, 25, 34, 48, 99, 108, 115]","[0, 6, 7, 30, 35, 49, 106, 110]",0.959
0.0,1,0.9795,False,"[3, 13, 16, 27, 39, 98, 100, 106]","[0, 10, 32, 49, 62, 85, 98, 109]",0.959
0.0,1,0.9795,False,"[2, 24, 44, 50, 61, 74, 98, 109]","[10, 30, 44, 59, 85, 109, 112, 116]",0.959
0.0,1,0.9795,False,"[3, 13, 16, 27, 39, 98, 100, 106]","[0, 10, 32, 49, 62, 85, 98, 109]",0.959
0.0,0,0.0206,True,"[10, 21, 31, 50, 62, 85, 109, 112]","[0, 4, 42, 45, 51, 70, 99, 110]",0.9588
0.0,0,0.0208,True,"[0, 12, 21, 37, 45, 55, 64, 109]","[4, 36, 42, 46, 50, 62, 98, 106]",0.9584
1.0,0,0.0209,False,"[3, 12, 27, 33, 42, 49, 99, 106]","[0, 12, 17, 20, 21, 98, 109, 110]",0.9582
0.0,0,0.0209,True,"[9, 12, 15, 18, 35, 37, 105, 106]","[10, 21, 65, 74, 85, 95, 105, 109]",0.9582
0.0,0,0.0209,True,"[0, 10, 31, 62, 85, 97, 107, 115]","[3, 7, 27, 37, 61, 98, 99, 108]",0.9582
1.0,1,0.9788,True,"[10, 50, 53, 56, 58, 62, 101, 109]","[10, 11, 29, 39, 94, 98, 106, 119]",0.9576
1.0,1,0.9787,True,"[0, 1, 10, 74, 91, 93, 101, 109]","[18, 27, 33, 42, 60, 100, 106, 114]",0.95739996
0.0,0,0.0214,True,"[10, 14, 21, 30, 38, 85, 98, 109]","[24, 25, 42, 45, 61, 71, 98, 113]",0.9572
0.0,0,0.0215,True,"[6, 32, 49, 61, 81, 85, 115, 116]","[20, 36, 50, 52, 70, 95, 98, 113]",0.957
0.0,1,0.9784,False,"[5, 7, 24, 61, 71, 74, 98, 100]","[0, 1, 10, 74, 91, 93, 101, 109]",0.9568
1.0,1,0.9784,True,"[11, 37, 52, 68, 94, 98, 99, 108]","[10, 31, 32, 49, 58, 62, 89, 109]",0.9568
0.0,0,0.0219,True,"[9, 15, 48, 72, 96, 105, 110, 113]","[34, 37, 45, 52, 70, 103, 108, 110]",0.9562
0.0,1,0.978,False,"[0, 2, 32, 58, 62, 89, 109, 110]","[2, 11, 21, 30, 45, 105, 109, 110]",0.956
1.0,0,0.0221,False,"[2, 11, 21, 30, 45, 101, 109, 110]","[10, 31, 50, 58, 62, 80, 85, 109]",0.9558
0.0,0,0.0221,True,"[2, 11, 21, 30, 45, 101, 109, 110]","[10, 31, 50, 58, 62, 80, 85, 109]",0.9558
0.0,1,0.9778,False,"[0, 10, 30, 69, 91, 93, 101, 109]","[8, 9, 13, 39, 48, 98, 106, 110]",0.9556
0.0,0,0.0222,True,"[2, 40, 50, 53, 56, 80, 101, 109]","[2, 50, 53, 56, 62, 80, 98, 109]",0.9556
0.0,1,0.9778,False,"[20, 27, 50, 52, 59, 62, 99, 113]","[9, 11, 15, 18, 27, 39, 110, 120]",0.9556
1.0,0,0.0222,False,"[2, 40, 50, 53, 56, 80, 101, 109]","[2, 50, 53, 56, 62, 80, 98, 109]",0.9556
1.0,1,0.9777,True,"[2, 6, 11, 29, 32, 37, 39, 103]","[3, 13, 16, 27, 39, 98, 100, 106]",0.9554
1.0,1,0.9776,True,"[10, 30, 59, 69, 85, 109, 112, 116]","[12, 40, 58, 68, 88, 97, 98, 109]",0.95519996
0.0,0,0.0226,True,"[3, 7, 13, 16, 27, 39, 99, 105]","[0, 2, 30, 32, 91, 101, 109, 116]",0.9548
1.0,0,0.0226,False,"[9, 13, 35, 43, 48, 76, 99, 106]","[10, 21, 31, 62, 83, 85, 105, 109]",0.9548
1.0,1,0.9772,True,"[4, 15, 27, 42, 51, 98, 113, 115]","[13, 34, 75, 76, 96, 105, 110, 113]",0.95439994
1.0,1,0.9772,True,"[47, 52, 57, 59, 74, 96, 99, 113]","[2, 50, 53, 56, 58, 80, 85, 98]",0.95439994
0.0,0,0.0229,True,"[2, 40, 50, 53, 56, 80, 101, 109]","[20, 27, 36, 50, 52, 62, 98, 113]",0.9542
0.0,1,0.977,False,"[10, 63, 66, 67, 92, 104, 110, 114]","[35, 41, 53, 54, 62, 87, 98, 100]",0.954
0.0,1,0.977,False,"[10, 63, 66, 67, 92, 104, 110, 114]","[4, 6, 23, 35, 39, 103, 106, 110]",0.954
